"company_name","bloom_field","bloom_postings","total","cum_postings","cum_share","n_companies","company_index","company_share"
"dynatrace","Machine Learning AI",72,34632,14930,0.454711579460316,2578,82,0.0318076027928627
"experis switzerland","Cloud computing",72,68768,31443,0.497161830974781,4399,154,0.0350079563537168
"global personal partner","3d printing",72,2181,554,0.263057929724596,335,5,0.0149253731343284
"helvetica partners","Smart devices",72,24824,8237,0.359961543503911,2641,50,0.0189322226429383
"iqvia","Machine Learning AI",72,34632,15002,0.45690442833648,2578,83,0.0321955003878976
"pexapark","Cloud computing",72,68768,31515,0.498300260890189,4399,155,0.035235280745624
"philip morris international","Machine Learning AI",72,34632,15074,0.459097277212645,2578,84,0.0325833979829325
"siemens schweiz ag","Machine Learning AI",72,34632,15146,0.46129012608881,2578,85,0.0329712955779674
"bouygues energie & services intec","Solar Power",71,7667,2160,0.343784816170619,744,15,0.0201612903225806
"green motion sa","Cloud computing",71,68768,31586,0.499422879278994,4399,156,0.0354626051375313
"luzerner kantonsspital","Cloud computing",71,68768,31657,0.5005454976678,4399,157,0.0356899295294385
"pebex ag","Cloud computing",71,68768,31728,0.501668116056605,4399,158,0.0359172539213458
"richemont","Machine Learning AI",71,34632,15217,0.463452518730584,2578,86,0.0333591931730023
"umb ag","Cloud computing",71,68768,31799,0.502790734445411,4399,159,0.036144578313253
"crealogix","Cloud computing",70,68768,31869,0.503897541307613,4399,160,0.0363719027051603
"e-support ag","Cloud computing",70,68768,31939,0.505004348169816,4399,161,0.0365992270970675
"empa","Machine Learning AI",70,34632,15287,0.465584455137967,2578,87,0.0337470907680372
"mulesoft","Cloud computing",70,68768,32009,0.506111155032018,4399,162,0.0368265514889748
"valora","Machine Learning AI",70,34632,15357,0.467716391545349,2578,88,0.0341349883630721
"vontobel","Machine Learning AI",70,34632,15427,0.469848327952732,2578,89,0.0345228859581071
"elca","Virtual Reality",69,4164,1595,0.394119100568322,453,9,0.0198675496688742
"eth zurich","3d printing",69,2181,623,0.295821462488129,335,6,0.017910447761194
"lightly ag","Machine Learning AI",69,34632,15496,0.471949808125723,2578,90,0.034910783553142
"robert walters","Cloud computing",69,68768,32078,0.507202150367618,4399,163,0.037053875880882
"scandit","Cloud computing",69,68768,32147,0.508293145703218,4399,164,0.0372812002727893
"vay ag","Machine Learning AI",69,34632,15565,0.474051288298715,2578,91,0.0352986811481769
"aligntech","Machine Learning AI",68,34632,15633,0.476122312237315,2578,92,0.0356865787432118
"avrios","Cloud computing",68,68768,32215,0.509368329512214,4399,165,0.0375085246646965
"bornhauser people&#039;s management","Cloud computing",68,68768,32283,0.510443513321211,4399,166,0.0377358490566038
"cartier","Cloud computing",68,68768,32351,0.511518697130208,4399,167,0.037963173448511
"hotel & gastro consulting gmbh","Cloud computing",68,68768,32419,0.512593880939205,4399,168,0.0381904978404183
"mobilezone","Smart devices",68,24824,8305,0.362933181838046,2641,51,0.019310867095797
"one agency gmbh","Cloud computing",68,68768,32487,0.513669064748201,4399,169,0.0384178222323255
"t-systems schweiz ag","Cloud computing",68,68768,32555,0.514744248557198,4399,170,0.0386451466242328
"tensor technologies","Machine Learning AI",68,34632,15701,0.478193336175915,2578,93,0.0360744763382467
"tundra ltd","Cloud computing",68,68768,32623,0.515819432366195,4399,171,0.03887247101614
"tx group","Cloud computing",68,68768,32691,0.516894616175192,4399,172,0.0390997954080473
"varian medical systems","Cloud computing",68,68768,32759,0.517969799984188,4399,173,0.0393271197999545
"amanox solutions ag","Cloud computing",67,68768,32826,0.519029172266582,4399,174,0.0395544441918618
"netcetera ag","Virtual Reality",67,4164,1662,0.410674573758339,453,10,0.022075055187638
"next force","Cloud computing",67,68768,32893,0.520088544548976,4399,175,0.039781768583769
"total","Machine Learning AI",67,34632,15768,0.480233903880124,2578,94,0.0364623739332816
"amazon web services (aws)","Cloud computing",66,68768,32959,0.521132105304767,4399,176,0.0400090929756763
"cisco systems","Cloud computing",66,68768,33025,0.522175666060558,4399,177,0.0402364173675835
"dacadoo","Machine Learning AI",66,34632,15834,0.482244015349942,2578,95,0.0368502715283165
"institute of machine tools and manufacturing","Machine Learning AI",66,34632,15900,0.48425412681976,2578,96,0.0372381691233514
"isolutions","Cloud computing",66,68768,33091,0.523219226816349,4399,178,0.0404637417594908
"kaffee partner gmbh","Smart devices",66,24824,8371,0.365817419044706,2641,52,0.0196895115486558
"techsearch ag","Machine Learning AI",66,34632,15966,0.486264238289578,2578,97,0.0376260667183863
"accenture dach","Cloud computing",65,68768,33156,0.524246976045537,4399,179,0.040691066151398
"akka technologies","Machine Learning AI",65,34632,16031,0.488243893525005,2578,98,0.0380139643134213
"boomerang ideas gmbh","Smart devices",65,24824,8436,0.368657955687628,2641,53,0.0200681560015146
"kelly services","Smart devices",65,24824,8501,0.371498492330551,2641,54,0.0204468004543733
"stäubli","Solar Power",65,7667,2225,0.354130192583161,744,16,0.021505376344086
"advertima ag","Machine Learning AI",64,34632,16095,0.49019309252604,2578,99,0.0384018619084562
"altran group","Machine Learning AI",64,34632,16159,0.492142291527076,2578,100,0.0387897595034911
"cloud academy","Cloud computing",64,68768,33220,0.525258913748122,4399,180,0.0409183905433053
"dekra","Solar Power",64,7667,2289,0.364316409358587,744,17,0.0228494623655914
"elca","Smart devices",64,24824,8565,0.374295328409737,2641,55,0.0208254449072321
"migros","Cloud computing",64,68768,33284,0.526270851450708,4399,181,0.0411457149352125
"rollomatic sa","Smart devices",64,24824,8629,0.377092164488922,2641,56,0.0212040893600909
"selise","Cloud computing",64,68768,33348,0.527282789153293,4399,182,0.0413730393271198
"source technology","Cloud computing",64,68768,33412,0.528294726855878,4399,183,0.0416003637190271
"zhaw zürcher hochschule für angewandte wissenschaften","Machine Learning AI",64,34632,16223,0.494091490528111,2578,101,0.039177657098526
"accenture","Smart devices",63,24824,8692,0.37984530000437,2641,57,0.0215827338129496
"power integrations","Smart devices",63,24824,8755,0.382598435519818,2641,58,0.0219613782658084
"syngenta","Machine Learning AI",63,34632,16286,0.496010233294755,2578,102,0.0395655546935609
"wallee ag","Machine Learning AI",63,34632,16349,0.4979289760614,2578,103,0.0399534522885958
"altran","Cloud computing",62,68768,33474,0.529275041505257,4399,184,0.0418276881109343
"beldona","Smart devices",62,24824,8817,0.385307870471529,2641,59,0.0223400227186672
"empa","3d printing",62,2181,685,0.325261158594492,335,7,0.0208955223880597
"epfl","Cloud computing",62,68768,33536,0.530255356154637,4399,185,0.0420550125028416
"eth zurich","Smart devices",62,24824,8879,0.38801730542324,2641,60,0.0227186671715259
"hitachi abb power grids","Machine Learning AI",62,34632,16411,0.499817262593653,2578,104,0.0403413498836307
"ibm zurich research laboratory","Machine Learning AI",62,34632,16473,0.501705549125906,2578,105,0.0407292474786656
"kley consulting","Cloud computing",62,68768,33598,0.531235670804016,4399,186,0.0422823368947488
"nordcloud germany","Cloud computing",62,68768,33660,0.532215985453396,4399,187,0.0425096612866561
"predictive layer","Cloud computing",62,68768,33722,0.533196300102775,4399,188,0.0427369856785633
"universität bern universität bern","Machine Learning AI",62,34632,16535,0.503593835658159,2578,106,0.0411171450737005
"abb","Virtual Reality",61,4164,1723,0.425747467259699,453,11,0.0242825607064018
"eidgenossische technische hochschule zürich, ethz","Machine Learning AI",61,34632,16596,0.505451665956021,2578,107,0.0415050426687355
"ekz elektrizitätswerke des kantons zürich","Solar Power",61,7667,2350,0.374025147222664,744,18,0.0241935483870968
"nvidia","Machine Learning AI",61,34632,16657,0.507309496253883,2578,108,0.0418929402637704
"ott aquatec ag","Smart devices",61,24824,8940,0.390683039811214,2641,61,0.0230973116243847
"swatch group","Cloud computing",61,68768,33783,0.534160803225551,4399,189,0.0429643100704706
"validity labs ag","Cloud computing",61,68768,33844,0.535125306348328,4399,190,0.0431916344623778
"appway","Cloud computing",60,68768,33904,0.536073997944502,4399,191,0.0434189588542851
"coop","Cloud computing",60,68768,33964,0.537022689540675,4399,192,0.0436462832461923
"nexus personal- & unternehmensberatung ag","Cloud computing",60,68768,34024,0.537971381136849,4399,193,0.0438736076380996
"post ch ag","Cloud computing",60,68768,34084,0.538920072733022,4399,194,0.0441009320300068
"securitas","Smart devices",60,24824,9000,0.39330507363545,2641,62,0.0234759560772435
"tisjobs.ch","Cloud computing",60,68768,34144,0.539868764329196,4399,195,0.0443282564219141
"vantage data centers management co llc","Cloud computing",60,68768,34204,0.54081745592537,4399,196,0.0445555808138213
"chair of intelligent maintenance systems","Machine Learning AI",59,34632,16716,0.509106414082963,2578,109,0.0422808378588053
"dormakaba","Cloud computing",59,68768,34263,0.54175033599494,4399,197,0.0447829052057286
"fortinet","Cloud computing",59,68768,34322,0.542683216064511,4399,198,0.0450102295976358
"iet","Smart devices",59,24824,9059,0.395883406895949,2641,63,0.0238546005301022
"interactive brokers","Cloud computing",59,68768,34381,0.543616096134082,4399,199,0.0452375539895431
"koneksa health","Smart devices",59,24824,9118,0.398461740156448,2641,64,0.024233244982961
"pemsa","Solar Power",59,7667,2409,0.38341556581251,744,19,0.0255376344086022
"rivero ag","Cloud computing",59,68768,34440,0.544548976203653,4399,200,0.0454648783814503
"smiti ag","Cloud computing",59,68768,34499,0.545481856273223,4399,201,0.0456922027733576
"dynatrace","Cloud computing",58,68768,34557,0.546398924816191,4399,202,0.0459195271652648
"manpower","Smart devices",58,24824,9176,0.40099637285321,2641,65,0.0246118894358198
"amag group","Smart devices",57,24824,9233,0.403487304986234,2641,66,0.0249905338886785
"nahrin ag","Smart devices",57,24824,9290,0.405978237119259,2641,67,0.0253691783415373
"namics","Cloud computing",57,68768,34614,0.547300181832556,4399,203,0.0461468515571721
"netapp","Cloud computing",57,68768,34671,0.548201438848921,4399,204,0.0463741759490793
"procter & gamble","Machine Learning AI",57,34632,16773,0.51084241944326,2578,110,0.0426687354538402
"siemens schweiz ag, smart infrastructure, global headquarters","Cloud computing",57,68768,34728,0.549102695865286,4399,205,0.0466015003409866
"université de lausanne","Machine Learning AI",57,34632,16830,0.512578424803557,2578,111,0.0430566330488751
"bkw energie","Solar Power",56,7667,2465,0.392328505491008,744,20,0.0268817204301075
"eth zürich","Cloud computing",56,68768,34784,0.549988141355048,4399,206,0.0468288247328938
"fernao networks holding gmbh","Cloud computing",56,68768,34840,0.55087358684481,4399,207,0.0470561491248011
"greenteg ag","Smart devices",56,24824,9346,0.408425468688546,2641,68,0.0257478227943961
"hilti","Cloud computing",56,68768,34896,0.551759032334572,4399,208,0.0472834735167083
"newcruitment","Cloud computing",56,68768,34952,0.552644477824334,4399,209,0.0475107979086156
"retinai medical","Machine Learning AI",56,34632,16886,0.514283973929463,2578,112,0.04344453064391
"tocco ag","Cloud computing",56,68768,35008,0.553529923314096,4399,210,0.0477381223005228
"business leaders group ag","Smart devices",55,24824,9401,0.410828999694096,2641,69,0.0261264672472548
"global personal partner","Solar Power",55,7667,2520,0.401082285532389,744,21,0.0282258064516129
"itech consult","Smart devices",55,24824,9456,0.413232530699646,2641,70,0.0265051117001136
"muume","Smart devices",55,24824,9511,0.415636061705196,2641,71,0.0268837561529724
"philip morris international","Cloud computing",55,68768,35063,0.554399557277255,4399,211,0.0479654466924301
"blink ag","Smart devices",54,24824,9565,0.417995892147009,2641,72,0.0272624006058311
"clemap ag","Machine Learning AI",54,34632,16940,0.515928610586587,2578,113,0.0438324282389449
"data dynamic informatic ag","Cloud computing",54,68768,35117,0.555253379713811,4399,212,0.0481927710843374
"esgroup ag","Machine Learning AI",54,34632,16994,0.517573247243711,2578,114,0.0442203258339798
"helsana versicherungen ag","Cloud computing",54,68768,35171,0.556107202150368,4399,213,0.0484200954762446
"onyx circle ag","Smart devices",54,24824,9619,0.420355722588821,2641,73,0.0276410450586899
"proton technologies ag","Cloud computing",54,68768,35225,0.556961024586924,4399,214,0.0486474198681519
"sintratec ag","Cloud computing",54,68768,35279,0.55781484702348,4399,215,0.0488747442600591
"swisscom","Smart devices",54,24824,9673,0.422715553030634,2641,74,0.0280196895115487
"yellowshark® ag","Cloud computing",54,68768,35333,0.558668669460036,4399,216,0.0491020686519664
"abb","Cloud computing",53,68768,35386,0.55950668036999,4399,217,0.0493293930438736
"cba","Cloud computing",53,68768,35439,0.560344691279943,4399,218,0.0495567174357809
"expedia group","Cloud computing",53,68768,35492,0.561182702189896,4399,219,0.0497840418276881
"leica microsystems","Virtual Reality",53,4164,1776,0.438843587842847,453,12,0.0264900662251656
"logitech","Cloud computing",53,68768,35545,0.56202071309985,4399,220,0.0500113662195954
"numbrs","Machine Learning AI",53,34632,17047,0.519187427666443,2578,115,0.0446082234290147
"pictet","Machine Learning AI",53,34632,17100,0.520801608089176,2578,116,0.0449961210240497
"proofpoint","Cloud computing",53,68768,35598,0.562858724009803,4399,221,0.0502386906115026
"redstone private banking search","Machine Learning AI",53,34632,17153,0.522415788511908,2578,117,0.0453840186190846
"citrus ag","Cloud computing",52,68768,35650,0.563680923393154,4399,222,0.0504660150034099
"citrus ag","Smart devices",52,24824,9725,0.424987982344972,2641,75,0.0283983339644074
"d-ploy","Smart devices",52,24824,9777,0.42726041165931,2641,76,0.0287769784172662
"erni schweiz","Cloud computing",52,68768,35702,0.564503122776504,4399,223,0.0506933393953171
"gozem","Smart devices",52,24824,9829,0.429532840973649,2641,77,0.029155622870125
"insel gruppe","Machine Learning AI",52,34632,17205,0.52399951270025,2578,118,0.0457719162141195
"it advanced consulting","Cloud computing",52,68768,35754,0.565325322159855,4399,224,0.0509206637872244
"iwb (industrielle werke basel)","Solar Power",52,7667,2572,0.409358586662422,744,22,0.0295698924731183
"magic leap","Machine Learning AI",52,34632,17257,0.525583236888591,2578,119,0.0461598138091544
"mindmaze","Virtual Reality",52,4164,1828,0.451692611811218,453,13,0.0286975717439294
"soladis","Smart devices",52,24824,9881,0.431805270287987,2641,78,0.0295342673229837
"ti&m ag","Cloud computing",52,68768,35806,0.566147521543205,4399,225,0.0511479881791316
"universität basel","Machine Learning AI",52,34632,17309,0.527166961076932,2578,120,0.0465477114041893
"universität bern","Machine Learning AI",52,34632,17361,0.528750685265274,2578,121,0.0469356089992242
"vontobel","Cloud computing",52,68768,35858,0.566969720926556,4399,226,0.0513753125710389
"alten","Cloud computing",51,68768,35909,0.567776108783303,4399,227,0.0516026369629461
"inselspital","Machine Learning AI",51,34632,17412,0.530303953219224,2578,122,0.0473235065942591
"inventx","Cloud computing",51,68768,35960,0.568582496640051,4399,228,0.0518299613548534
"mccabe & barton","Cloud computing",51,68768,36011,0.569388884496798,4399,229,0.0520572857467606
"sib swiss institute of bioinformatics","Machine Learning AI",51,34632,17463,0.531857221173174,2578,123,0.047711404189294
"smartliberty sa","Smart devices",51,24824,9932,0.434033999038588,2641,79,0.0299129117758425
"softwareone, hq","Cloud computing",51,68768,36062,0.570195272353546,4399,230,0.0522846101386679
